Census Tract - 2010 Census,US Postal State Code,County - 2010 Census,2010 Census Tract - Percent Minority,Tract Income Ratio,Num Low Income Mortgages 2012,Num Low Income Mortgages 2013,Num Low Income Mortgages 2014,Num Low Income Mortgages 2015,Num Low Income Mortgages 2016,Num Low Income Mortgages 2017,Num Low Income Mortgages 2018,Num Low Income Mortgages 2019
9501,6,67,60.6060606060606,76.06661468196499,25,40.0,34.0,27.0,28.0,27.0,27.0,20.0
9502,6,67,45.6980864635011,115.4575582043,113,149.0,88.0,146.0,145.0,102.0,76.0,99.0
9503,6,67,49.1033583306162,65.3503397571572,29,33.0,16.0,28.0,27.0,25.0,21.0,24.0
9504,6,67,55.6095191840699,70.1737774312131,21,31.0,23.0,22.0,37.0,37.0,18.0,33.0
9601,6,67,89.4426823742637,77.8419850729642,72,95.0,57.0,69.0,66.0,84.0,75.0,72.0
9606,6,67,84.0061461097919,62.0794808956221,58,75.0,41.0,40.0,56.0,66.0,51.0,74.0
9608,6,67,84.8361195208635,113.381419182355,120,117.0,81.0,105.0,134.0,99.0,83.0,93.0
9609,6,67,87.535953978907,92.77180572574359,86,80.0,60.0,57.0,73.0,79.0,47.0,64.0
9610,6,67,83.596837944664,74.470870001114,83,117.0,50.0,65.0,85.0,89.0,106.0,96.0
9611,6,67,57.693522906793,110.13005458393701,65,59.0,54.0,53.0,46.0,45.0,42.0,41.0
9612,6,67,61.9751626256653,98.9514871337863,107,138.0,75.0,102.0,111.0,92.0,60.0,71.0
9614,6,67,70.7569840793031,110.719059819539,131,170.0,82.0,99.0,131.0,82.0,61.0,90.0
9615,6,67,61.5844354018311,106.39690319705899,166,180.0,117.0,171.0,183.0,118.0,90.0,153.0
9616,6,67,46.8696250429997,108.567728639857,125,146.0,95.0,121.0,120.0,95.0,65.0,73.0
9617,6,67,42.820874471086,165.511863651554,72,77.0,30.0,36.0,59.0,41.0,37.0,36.0
9618,6,67,69.2373976734166,105.628272251309,94,90.0,55.0,86.0,78.0,60.0,44.0,57.0
9619,6,67,63.1774028629857,114.34917010137,153,172.0,93.0,110.0,133.0,58.0,56.0,57.0
9622,6,67,58.7510384934921,134.635735769188,160,163.0,99.0,95.0,112.0,69.0,56.0,65.0
9630,6,67,75.3221855362658,108.408989640192,196,213.0,132.0,145.0,128.0,98.0,75.0,114.0
9632,6,67,74.2328586110703,127.169432995433,146,135.0,67.0,73.0,77.0,49.0,33.0,59.0
9633,6,67,88.7277122997885,54.4864654116074,32,43.0,27.0,32.0,36.0,36.0,34.0,48.0
9634,6,67,92.2247099531854,65.0927369945416,34,39.0,35.0,40.0,41.0,34.0,34.0,42.0
9635,6,67,69.870392189867,143.596134566113,108,101.0,46.0,54.0,62.0,34.0,25.0,36.0
9636,6,67,73.9051094890511,137.419238052802,182,181.0,83.0,116.0,136.0,93.0,58.0,117.0
9637,6,67,78.1775778777278,139.940960231703,101,111.0,49.0,69.0,78.0,52.0,46.0,52.0
9638,6,67,55.5427251732102,106.591845828228,134,160.0,86.0,131.0,230.0,122.0,76.0,135.0
9639,6,67,78.503095104108,69.49844045895061,66,50.0,49.0,55.0,51.0,60.0,43.0,47.0
9800,6,67,33.7701612903226,72.6286621365712,8,14.0,10.0,9.0,13.0,11.0,11.0,10.0
9900,6,67,55.5835010060362,88.7253536816308,21,32.0,18.0,16.0,17.0,24.0,17.0,19.0
10000,6,3,27.4893617021277,100.0,17,18.0,10.0,10.0,11.0,8.0,9.0,7.0
10100,6,21,48.25439453125,87.0386926047776,74,97.0,62.0,63.0,63.0,63.0,73.0,75.0
10101,4,13,6.5444510151784,145.705502422059,134,129.0,45.0,52.0,86.0,82.0,70.0,89.0
10102,4,13,8.08189655172414,206.64358464786997,45,43.0,20.0,14.0,38.0,10.0,14.0,24.0
10200,6,21,36.992450520302,97.7024030896867,55,52.0,31.0,47.0,35.0,26.0,26.0,19.0
10300,6,21,29.2035398230088,119.762909455014,7,16.0,8.0,11.0,9.0,10.0,11.0,8.0
10400,6,21,40.0471451021477,85.21313116864539,55,78.0,44.0,43.0,41.0,47.0,45.0,50.0
10500,32,13,31.3276651406148,98.2819561942288,26,38.0,36.0,22.0,26.0,28.0,26.0,21.0
10501,6,21,72.3090277777778,58.1104276927478,17,30.0,14.0,22.0,18.0,15.0,16.0,10.0
10502,6,21,24.8721227621483,110.227435273924,5,1.0,4.0,3.0,3.0,1.0,1.0,3.0
10600,32,13,27.5241439859526,99.66392397728589,4,8.0,6.0,7.0,7.0,9.0,10.0,9.0
10701,32,13,37.8378378378378,87.2175223084946,29,31.0,22.0,23.0,26.0,36.0,35.0,38.0
10702,32,13,24.0834743372814,139.98870089233998,48,46.0,39.0,32.0,31.0,21.0,41.0,45.0
30401,4,13,6.09385944431473,220.71947584151,77,68.0,25.0,31.0,39.0,34.0,41.0,43.0
30402,4,13,11.1681643132221,206.29114395727203,101,84.0,38.0,48.0,50.0,40.0,28.0,38.0
40502,4,13,18.8438592882123,80.3176624021861,58,91.0,37.0,46.0,62.0,64.0,72.0,41.0
40506,4,13,3.14839700518334,79.4513103962241,199,196.0,157.0,153.0,170.0,167.0,159.0,188.0
40507,4,13,3.1490897162539,87.9005713575953,176,164.0,118.0,133.0,159.0,170.0,137.0,175.0
40512,4,13,2.7810650887574,98.4939759036145,48,53.0,13.0,32.0,33.0,31.0,20.0,30.0
40513,4,13,2.3094688221709,83.2862377344429,102,101.0,54.0,65.0,85.0,59.0,54.0,58.0
40514,4,13,3.06056701030928,99.2066202956155,117,107.0,65.0,68.0,85.0,72.0,85.0,92.0
40515,4,13,28.7353923205342,84.19606260091909,94,71.0,35.0,49.0,56.0,49.0,58.0,57.0
40516,4,13,11.8347338935574,106.03030679418698,199,140.0,104.0,130.0,205.0,188.0,201.0,278.0
40517,4,13,33.5782705681669,86.8494596944479,117,139.0,73.0,61.0,120.0,99.0,132.0,239.0
40518,4,13,21.3654738733343,102.43758539311901,145,138.0,95.0,122.0,123.0,173.0,242.0,306.0
40519,4,13,11.8776077885953,151.19395106198,207,180.0,123.0,132.0,219.0,170.0,174.0,221.0
40520,4,13,20.6904876871077,157.955533474103,96,98.0,66.0,83.0,107.0,130.0,108.0,167.0
40521,4,13,20.8114035087719,132.73661656937,151,167.0,136.0,166.0,243.0,228.0,165.0,290.0
40522,4,13,3.80291796221,101.715625388151,130,132.0,73.0,75.0,80.0,85.0,58.0,84.0
40523,4,13,6.78787878787879,110.882188548006,144,114.0,63.0,60.0,68.0,64.0,49.0,82.0
40524,4,13,7.53052917232022,118.38591479319301,94,60.0,15.0,30.0,37.0,37.0,25.0,32.0
40525,4,13,5.02298095863427,107.359334244193,166,112.0,40.0,50.0,72.0,53.0,47.0,65.0
40526,4,13,4.98942917547569,94.6497329524283,99,82.0,49.0,61.0,56.0,37.0,43.0,57.0
40527,4,13,16.0372848948375,94.5286299838529,101,97.0,41.0,49.0,49.0,61.0,58.0,76.0
40528,4,13,3.55763039278815,100.425412992175,271,199.0,114.0,112.0,140.0,132.0,100.0,114.0
40529,4,13,3.63128491620112,84.6323438082226,143,112.0,38.0,61.0,76.0,55.0,68.0,68.0
40530,4,13,26.4962067996628,115.11768724382101,71,93.0,52.0,50.0,66.0,65.0,73.0,79.0
40531,4,13,17.6435935198822,83.8870947708359,75,75.0,51.0,50.0,77.0,56.0,83.0,79.0
50603,4,13,41.1155202821869,105.52105328530601,22,31.0,26.0,20.0,25.0,30.0,47.0,36.0
50604,4,13,42.5543332438959,96.8482176127189,22,26.0,13.0,17.0,24.0,40.0,35.0,49.0
50605,4,13,38.0404941660947,106.927710843373,169,177.0,114.0,130.0,150.0,232.0,297.0,449.0
50606,4,13,30.4015296367113,133.758228791454,158,181.0,97.0,131.0,221.0,248.0,237.0,295.0
50607,4,13,52.3443504996157,99.552850577568,126,97.0,76.0,74.0,118.0,146.0,125.0,153.0
50608,4,13,50.8446181767416,99.6755061483046,113,118.0,63.0,93.0,123.0,195.0,173.0,191.0
50609,4,13,45.3836684448092,103.93739908085999,149,101.0,56.0,86.0,146.0,135.0,123.0,132.0
50610,4,13,51.2950094756791,117.601850701776,136,138.0,83.0,113.0,176.0,221.0,251.0,373.0
50611,4,13,54.4561090015635,102.859893180971,44,69.0,43.0,44.0,85.0,110.0,81.0,107.0
50701,4,13,57.7179890023566,77.9654701279344,69,68.0,49.0,53.0,69.0,106.0,113.0,96.0
50702,4,13,61.4962121212121,72.68972798410131,45,41.0,22.0,28.0,45.0,59.0,67.0,95.0
60801,4,13,72.7366255144033,47.8403303937399,5,8.0,8.0,8.0,7.0,19.0,18.0,39.0
60802,4,13,47.0379746835443,86.4209414979506,53,39.0,32.0,29.0,40.0,57.0,38.0,58.0
60901,4,13,50.4094827586207,90.2155011799776,75,71.0,52.0,42.0,65.0,94.0,67.0,83.0
60902,4,13,84.1228526808954,54.341075642777305,18,16.0,6.0,11.0,10.0,17.0,21.0,23.0
60903,4,13,66.8472807545655,60.2207800273258,51,71.0,35.0,31.0,56.0,65.0,66.0,65.0
60904,4,13,68.3867309328041,54.004160973792104,36,32.0,23.0,16.0,27.0,51.0,45.0,39.0
61009,4,13,44.8425102188026,118.184076512235,205,240.0,147.0,167.0,230.0,220.0,224.0,256.0
61010,4,13,22.1862871927555,156.947894671469,119,127.0,51.0,92.0,99.0,69.0,91.0,109.0
61011,4,13,52.3575810692375,97.610545273879,87,93.0,54.0,53.0,76.0,75.0,68.0,101.0
61012,4,13,40.7161458333333,121.529934169668,145,134.0,75.0,81.0,97.0,98.0,68.0,108.0
61013,4,13,50.9546330355579,112.633523785865,120,97.0,69.0,56.0,82.0,65.0,61.0,91.0
61014,4,13,54.026503567788,152.526083716309,110,110.0,62.0,54.0,61.0,96.0,73.0,90.0
61015,4,13,45.9614382490881,112.936281207303,136,151.0,77.0,78.0,106.0,114.0,68.0,93.0
61016,4,13,47.2691807542263,172.686622779779,118,132.0,83.0,86.0,127.0,131.0,114.0,153.0
61018,4,13,6.28755364806867,118.00397466153301,220,231.0,97.0,97.0,141.0,105.0,67.0,91.0
61019,4,13,49.8260044289782,126.608495839026,75,66.0,51.0,71.0,89.0,106.0,97.0,178.0
61020,4,13,38.148631029987,143.25394360949,100,69.0,62.0,45.0,65.0,67.0,38.0,55.0
61021,4,13,51.1123787792356,117.609613712582,46,32.0,24.0,29.0,31.0,21.0,25.0,23.0
61022,4,13,51.9675273424287,110.032915165818,186,195.0,115.0,126.0,186.0,166.0,137.0,151.0
61023,4,13,48.0760869565217,132.49441063222,238,221.0,138.0,130.0,235.0,232.0,172.0,179.0
61024,4,13,53.0087276067983,94.201030927835,35,41.0,21.0,28.0,28.0,39.0,34.0,36.0
61025,4,13,31.0409670920081,114.67364302571099,195,237.0,136.0,140.0,183.0,193.0,127.0,184.0
61026,4,13,29.2048369366068,107.73816917153101,117,121.0,65.0,53.0,87.0,91.0,77.0,101.0
61027,4,13,27.3876150929771,94.8112035771954,122,131.0,80.0,67.0,92.0,100.0,75.0,109.0
61028,4,13,38.0223417459661,93.4123090299342,39,32.0,20.0,45.0,31.0,35.0,27.0,27.0
61029,4,13,29.5820591233435,99.6848217612719,115,120.0,60.0,82.0,72.0,91.0,77.0,79.0
61030,4,13,28.7541254125413,113.489007576699,200,169.0,98.0,107.0,153.0,140.0,136.0,128.0
61031,4,13,37.5565610859729,96.8047447522047,86,100.0,53.0,74.0,93.0,59.0,116.0,167.0
61032,4,13,29.5393439684531,111.17718295863901,148,136.0,80.0,80.0,102.0,112.0,79.0,121.0
61033,4,13,30.3110963234071,98.9783877779158,127,143.0,93.0,73.0,98.0,103.0,94.0,130.0
61034,4,13,33.6043761088114,118.38591479319301,158,134.0,80.0,79.0,100.0,102.0,96.0,140.0
61035,4,13,34.9305866547246,108.80325425413,166,148.0,90.0,93.0,110.0,109.0,105.0,129.0
61036,4,13,40.1366010445962,141.462240715439,62,70.0,51.0,83.0,89.0,65.0,58.0,98.0
61037,4,13,32.7268132423553,121.38554216867502,120,127.0,82.0,99.0,99.0,98.0,109.0,168.0
61038,4,13,38.0110497237569,122.92727611476799,104,117.0,52.0,67.0,79.0,70.0,73.0,74.0
61039,4,13,33.3872707659115,159.81555086324698,83,80.0,45.0,39.0,63.0,80.0,90.0,114.0
61040,4,13,46.3985747009417,98.6911563780897,85,91.0,52.0,56.0,78.0,88.0,88.0,81.0
61041,4,13,57.5596202824728,62.104086448888296,53,70.0,42.0,46.0,47.0,83.0,56.0,77.0
61042,4,13,36.3207547169811,69.1032169916781,15,17.0,14.0,10.0,16.0,18.0,18.0,13.0
61043,4,13,53.2626427406199,117.19196373121402,47,54.0,21.0,33.0,27.0,42.0,30.0,46.0
61044,4,13,35.1881865658203,122.216184324929,136,161.0,120.0,132.0,137.0,155.0,134.0,202.0
61045,4,13,24.3145161290323,129.21686746988,106,121.0,47.0,86.0,84.0,99.0,90.0,139.0
61046,4,13,54.0420605826741,113.510744006956,63,63.0,39.0,41.0,36.0,44.0,51.0,58.0
61047,4,13,42.7389705882353,161.33710098124502,63,85.0,35.0,36.0,49.0,32.0,42.0,45.0
61200,4,13,79.6041871115473,47.5313625636567,16,22.0,12.0,9.0,16.0,33.0,30.0,26.0
61300,4,13,68.9119170984456,58.950751459446,9,5.0,8.0,6.0,17.0,25.0,11.0,13.0
61402,4,13,84.1780199818347,45.3484039249783,16,34.0,12.0,14.0,30.0,46.0,60.0,51.0
71503,4,13,3.99320305862362,76.9485157123339,109,119.0,93.0,85.0,117.0,131.0,119.0,139.0
71504,4,13,4.06599882144962,67.5630356477456,119,118.0,102.0,81.0,96.0,89.0,103.0,118.0
71505,4,13,9.05432595573441,72.7037014035524,152,173.0,123.0,135.0,169.0,201.0,174.0,193.0
71506,4,13,4.4131455399061,81.4557197863619,142,130.0,78.0,79.0,117.0,128.0,84.0,130.0
71509,4,13,24.5880392519904,155.069246056391,107,109.0,56.0,64.0,83.0,61.0,53.0,77.0
71510,4,13,20.7699852869053,155.615762017141,92,84.0,40.0,59.0,74.0,59.0,47.0,93.0
71511,4,13,25.4267744833783,83.0207427648739,40,52.0,26.0,30.0,33.0,38.0,33.0,46.0
71512,4,13,25.9252999830995,103.13780896783,153,162.0,81.0,112.0,120.0,122.0,106.0,131.0
71513,4,13,22.7096774193548,192.134517451248,24,25.0,24.0,16.0,23.0,15.0,18.0,19.0
71514,4,13,24.5710022382492,114.072785989318,106,116.0,56.0,50.0,64.0,59.0,53.0,69.0
71515,4,13,19.43385955362,114.574276487393,94,93.0,28.0,58.0,65.0,56.0,59.0,74.0
71516,4,13,17.9487179487179,75.0217364302571,33,28.0,29.0,33.0,61.0,53.0,37.0,52.0
71517,4,13,26.4438502673797,113.513849211278,112,102.0,58.0,48.0,74.0,64.0,65.0,72.0
71600,4,13,41.8211559432933,58.6976773071668,44,44.0,23.0,43.0,30.0,55.0,69.0,68.0
71701,4,13,38.9521640091116,79.3286548254875,57,48.0,27.0,35.0,43.0,40.0,42.0,52.0
71702,4,13,7.7663870767319,71.7193516333375,73,111.0,73.0,104.0,81.0,111.0,114.0,125.0
71801,4,13,8.06138306138306,62.7173643025711,92,125.0,69.0,93.0,88.0,115.0,122.0,137.0
71802,4,13,7.84373107207753,72.06713451745121,68,84.0,54.0,51.0,78.0,102.0,82.0,102.0
71903,4,13,33.1906121154456,86.5156502297851,139,129.0,70.0,62.0,88.0,88.0,85.0,108.0
71906,4,13,51.9257221458047,117.718295863868,100,111.0,58.0,71.0,89.0,93.0,99.0,115.0
71909,4,13,35.053989992099,84.0516705999255,106,116.0,77.0,63.0,63.0,74.0,78.0,74.0
71910,4,13,46.8478610485687,90.5803626878649,103,89.0,57.0,59.0,61.0,80.0,71.0,88.0
71911,4,13,48.1661798117494,109.25661408520699,63,71.0,42.0,39.0,44.0,68.0,56.0,56.0
71912,4,13,45.2254171104011,50.3229412495342,12,12.0,16.0,7.0,13.0,14.0,19.0,22.0
71913,4,13,49.0238611713666,71.32343808222579,73,72.0,38.0,36.0,63.0,57.0,57.0,68.0
71914,4,13,57.376,80.1950068314495,39,59.0,28.0,27.0,29.0,35.0,30.0,48.0
71915,4,13,43.0357662111079,81.9199478325674,52,60.0,36.0,36.0,62.0,54.0,57.0,56.0
82002,4,13,59.927673497503,80.5816047695938,54,87.0,28.0,55.0,79.0,83.0,85.0,118.0
82007,4,13,78.5381407897964,74.3603279095765,36,30.0,23.0,18.0,45.0,39.0,59.0,76.0
82008,4,13,86.2593910636615,84.5609241088064,31,39.0,26.0,35.0,54.0,43.0,71.0,69.0
82009,4,13,83.8046272493573,75.7638802633213,21,44.0,24.0,30.0,35.0,39.0,55.0,52.0
82010,4,13,83.1086237598576,67.8005837784126,26,27.0,29.0,20.0,25.0,44.0,32.0,42.0
82012,4,13,67.0812894183602,78.8535585641535,82,70.0,63.0,61.0,77.0,78.0,106.0,91.0
82016,4,13,71.0391822827939,108.01608495839,40,41.0,30.0,26.0,29.0,32.0,38.0,72.0
82017,4,13,78.7836257309942,114.332070550242,43,39.0,23.0,19.0,39.0,50.0,47.0,46.0
82018,4,13,84.247598719317,72.14631722767359,35,43.0,39.0,28.0,45.0,48.0,59.0,54.0
82019,4,13,42.9109159347553,131.30045957023998,56,45.0,29.0,31.0,37.0,41.0,33.0,45.0
82020,4,13,43.7255413514219,123.979940380077,81,76.0,51.0,49.0,56.0,72.0,51.0,85.0
82021,4,13,62.2222222222222,145.43224444168402,28,49.0,17.0,19.0,35.0,43.0,33.0,30.0
82022,4,13,63.4619995204987,83.3002111538939,51,50.0,31.0,40.0,46.0,54.0,39.0,55.0
82023,4,13,58.6284010436079,107.21338964103799,119,125.0,65.0,67.0,82.0,87.0,77.0,87.0
82024,4,13,65.1310953197746,84.9366538318221,52,50.0,22.0,46.0,51.0,56.0,43.0,64.0
82025,4,13,58.9991589571068,96.4662774810582,43,51.0,37.0,25.0,48.0,54.0,51.0,56.0
82026,4,13,59.8498748957465,105.952676686126,93,81.0,57.0,46.0,81.0,114.0,68.0,90.0
82027,4,13,73.3283056812468,116.99167805241599,43,41.0,33.0,56.0,62.0,79.0,59.0,62.0
82028,4,13,85.8329378262933,68.7740653334989,31,48.0,28.0,24.0,29.0,55.0,45.0,54.0
82203,4,13,79.2997870074547,96.6836417836294,77,101.0,82.0,105.0,130.0,150.0,166.0,203.0
82204,4,13,83.9149094980407,69.3904483915042,53,64.0,51.0,42.0,57.0,77.0,91.0,116.0
82205,4,13,80.1717408274785,84.4227425164576,74,78.0,44.0,36.0,59.0,63.0,79.0,53.0
82206,4,13,82.7943078913325,83.0642156253881,30,40.0,30.0,33.0,38.0,48.0,61.0,66.0
82207,4,13,68.4628237259816,95.0968823748603,24,26.0,32.0,28.0,23.0,32.0,36.0,43.0
82208,4,13,84.9187132480111,67.1174388274749,16,18.0,11.0,14.0,23.0,28.0,53.0,50.0
82209,4,13,90.5985915492958,49.5559557818904,5,8.0,6.0,6.0,19.0,26.0,21.0,15.0
82210,4,13,73.6240017267429,76.2187926965594,56,61.0,38.0,48.0,75.0,88.0,64.0,75.0
82211,4,13,71.0346257516069,110.46764377096,61,66.0,43.0,59.0,106.0,141.0,117.0,105.0
83000,4,13,89.0145148968678,54.960563905105,25,23.0,21.0,14.0,33.0,43.0,40.0,47.0
92305,4,13,36.6784837742023,92.3130666997888,85,73.0,39.0,40.0,56.0,66.0,74.0,72.0
92306,4,13,35.9409468861361,101.96869954043,161,150.0,78.0,53.0,97.0,112.0,101.0,126.0
92307,4,13,46.5366854797332,96.8218233759781,100,93.0,59.0,60.0,61.0,75.0,66.0,124.0
92308,4,13,42.4077434966727,93.4868339336728,122,107.0,63.0,59.0,76.0,81.0,86.0,85.0
92309,4,13,39.1404451266309,107.65743385914801,111,104.0,54.0,51.0,82.0,79.0,86.0,110.0
92311,4,13,58.4144645340751,65.5586262576078,18,16.0,8.0,9.0,13.0,19.0,26.0,21.0
92312,4,13,45.2309538092382,52.363060489380196,41,37.0,24.0,24.0,32.0,30.0,50.0,61.0
92401,4,13,61.3349814585909,66.0321699167805,23,42.0,17.0,18.0,33.0,34.0,33.0,50.0
92402,4,13,52.1519738794895,75.7204074028071,32,48.0,21.0,24.0,23.0,43.0,44.0,53.0
92500,4,13,62.7152988855117,58.820332877903404,48,43.0,36.0,26.0,35.0,53.0,52.0,61.0
92600,4,13,70.1605288007554,49.7640044714942,7,9.0,6.0,8.0,10.0,12.0,22.0,18.0
92705,4,13,70.8535926526202,86.4069680784996,41,43.0,26.0,57.0,43.0,41.0,48.0,40.0
92708,4,13,40.6128404669261,130.403055521053,30,32.0,17.0,31.0,20.0,21.0,13.0,19.0
92709,4,13,45.8111380145278,102.771394857782,76,102.0,45.0,60.0,57.0,88.0,103.0,100.0
92710,4,13,52.8929491684235,110.885293752329,76,102.0,32.0,60.0,72.0,76.0,74.0,86.0
92711,4,13,61.2179487179487,80.59247298472239,33,42.0,18.0,19.0,28.0,26.0,32.0,33.0
92712,4,13,69.480122324159,83.22413364799401,81,84.0,38.0,46.0,41.0,53.0,64.0,79.0
92713,4,13,73.6224388303163,105.32232020867,76,77.0,42.0,41.0,43.0,57.0,60.0,72.0
92715,4,13,77.2108000990835,78.7495342193516,37,25.0,28.0,26.0,31.0,37.0,49.0,57.0
92716,4,13,76.5353121801433,89.6115389392622,28,41.0,15.0,20.0,28.0,37.0,36.0,42.0
92717,4,13,80.2258726899384,63.546453856663796,42,45.0,26.0,28.0,30.0,27.0,21.0,27.0
92718,4,13,79.7151147454497,61.4892559930443,25,25.0,16.0,10.0,23.0,32.0,26.0,34.0
92719,4,13,58.6158522328735,99.22369891938891,62,62.0,40.0,36.0,48.0,46.0,42.0,49.0
92720,4,13,47.333787156796,95.5471370016147,49,61.0,28.0,41.0,64.0,84.0,70.0,95.0
92721,4,13,52.4098536237058,124.98447397838801,73,74.0,54.0,41.0,47.0,52.0,41.0,59.0
92723,4,13,39.0131259115216,97.037635076388,73,97.0,56.0,53.0,63.0,70.0,46.0,79.0
92724,4,13,24.0783410138249,81.9680784995653,61,42.0,41.0,32.0,39.0,50.0,64.0,77.0
92801,4,13,85.9125315391085,44.492920134144796,4,11.0,9.0,11.0,15.0,12.0,23.0,15.0
92802,4,13,83.8412880966072,47.728543038131896,14,19.0,12.0,13.0,27.0,19.0,12.0,25.0
92900,4,13,88.9741800418702,38.8150540305552,3,6.0,7.0,5.0,9.0,5.0,6.0,11.0
93001,4,13,68.994009502169,67.223015774438,19,31.0,10.0,11.0,27.0,34.0,50.0,49.0
93002,4,13,73.3708966193043,44.814308781517795,26,23.0,16.0,11.0,15.0,26.0,30.0,39.0
93101,4,13,73.0371673630965,46.5780648366663,24,32.0,17.0,8.0,17.0,23.0,22.0,28.0
93105,4,13,78.3288821060664,44.4634206930816,5,20.0,4.0,9.0,10.0,18.0,21.0,38.0
93106,4,13,76.9174041297935,87.8027574214383,19,28.0,13.0,7.0,23.0,35.0,31.0,40.0
93200,4,13,62.4739195230999,57.503726245186904,16,19.0,13.0,5.0,15.0,15.0,16.0,14.0
103205,4,13,11.2745098039216,141.43274127437599,63,71.0,30.0,33.0,35.0,33.0,26.0,32.0
103206,4,13,9.99603332011107,161.63675319836,66,47.0,22.0,41.0,32.0,14.0,20.0,21.0
103207,4,13,11.0614070760472,181.876474972053,64,63.0,30.0,37.0,42.0,25.0,15.0,26.0
103208,4,13,12.8851540616246,115.994907464911,76,99.0,62.0,61.0,58.0,70.0,69.0,60.0
103209,4,13,10.2932934802914,168.792696559434,99,112.0,35.0,64.0,64.0,61.0,53.0,66.0
103210,4,13,25.6949040370616,67.8952925102472,67,89.0,67.0,56.0,62.0,80.0,72.0,82.0
103211,4,13,14.6530147895336,137.14600670724099,143,140.0,73.0,65.0,125.0,94.0,70.0,78.0
103212,4,13,10.7656065959953,173.785865109924,129,106.0,58.0,86.0,81.0,48.0,47.0,60.0
103214,4,13,11.7860851505711,161.628990187554,117,103.0,53.0,69.0,80.0,48.0,39.0,52.0
103215,4,13,12.3065851025549,148.026642653087,70,85.0,40.0,56.0,61.0,42.0,35.0,42.0
103216,4,13,18.7788906009245,143.227549372749,150,129.0,65.0,75.0,80.0,69.0,54.0,71.0
103217,4,13,16.6640190627482,132.92448143087802,128,113.0,58.0,78.0,82.0,52.0,30.0,49.0
103219,4,13,13.0810092961487,140.704570860763,122,79.0,33.0,49.0,56.0,47.0,39.0,44.0
103220,4,13,18.2030728122912,127.84747236368199,47,34.0,18.0,24.0,25.0,28.0,19.0,25.0
103302,4,13,38.9849503682357,84.8559185194386,122,130.0,85.0,104.0,125.0,117.0,97.0,126.0
103303,4,13,23.3956834532374,87.4285803005838,79,115.0,77.0,59.0,70.0,67.0,76.0,67.0
103304,4,13,77.6636713735558,44.1932679170289,13,16.0,16.0,18.0,20.0,12.0,24.0,24.0
103305,4,13,72.7360931435964,48.8867842504037,2,10.0,3.0,4.0,10.0,8.0,10.0,11.0
103306,4,13,67.7258911301465,39.785430381319095,12,17.0,13.0,10.0,8.0,12.0,15.0,31.0
103400,4,13,25.8376288659794,99.2842504036766,115,151.0,58.0,82.0,86.0,110.0,71.0,98.0
103501,4,13,32.2497586095912,113.412930070799,66,58.0,42.0,40.0,49.0,53.0,32.0,56.0
103502,4,13,20.5444707473791,98.6057632592225,148,150.0,92.0,98.0,110.0,107.0,106.0,121.0
103604,4,13,35.1146900927282,90.1207924481431,63,68.0,29.0,47.0,51.0,50.0,60.0,46.0
103605,4,13,12.4518183341713,158.239659669606,144,138.0,63.0,86.0,99.0,87.0,73.0,100.0
103606,4,13,28.3443384690633,113.16606632716399,111,115.0,55.0,83.0,110.0,92.0,92.0,87.0
103607,4,13,20.4848754448399,146.419699416222,124,141.0,72.0,75.0,84.0,89.0,77.0,86.0
103608,4,13,37.8031781432952,95.6946342069308,107,101.0,47.0,59.0,69.0,67.0,58.0,87.0
103609,4,13,41.7045454545455,72.4351012296609,73,51.0,40.0,35.0,40.0,41.0,43.0,55.0
103611,4,13,16.9888693614528,151.211029685753,148,136.0,72.0,82.0,90.0,86.0,51.0,70.0
103612,4,13,20.852582948341,171.272202210905,77,91.0,41.0,44.0,62.0,67.0,40.0,55.0
103614,4,13,18.2788525683789,127.431374984474,66,64.0,28.0,46.0,36.0,46.0,45.0,43.0
103615,4,13,69.2080876158382,40.8210160228543,20,30.0,10.0,17.0,19.0,21.0,31.0,24.0
103701,4,13,27.2127659574468,96.20078251148931,50,48.0,34.0,37.0,47.0,52.0,45.0,68.0
103702,4,13,24.2473821989529,124.70811079369,67,77.0,45.0,42.0,65.0,48.0,46.0,59.0
103900,4,13,41.1875750815171,79.5491243323811,107,91.0,64.0,50.0,77.0,88.0,90.0,102.0
104000,4,13,40.3420074349442,79.0491864364675,49,46.0,38.0,48.0,39.0,66.0,61.0,79.0
104100,4,13,35.1911070504035,83.4663395851447,85,95.0,71.0,58.0,76.0,84.0,76.0,104.0
104202,4,13,25.842915610992,117.184200720407,98,91.0,59.0,59.0,105.0,103.0,78.0,91.0
104203,4,13,39.1402350668169,89.7962985964476,102,111.0,60.0,78.0,72.0,90.0,86.0,98.0
104204,4,13,32.4767801857585,87.8105204322444,70,56.0,38.0,26.0,33.0,51.0,44.0,42.0
104205,4,13,44.4142746314973,85.1881753819401,60,56.0,35.0,39.0,46.0,44.0,45.0,53.0
104206,4,13,45.108838185156,75.7592224568377,54,59.0,35.0,30.0,46.0,45.0,50.0,66.0
104207,4,13,27.0283018867925,101.26537076139599,96,91.0,39.0,55.0,67.0,61.0,54.0,63.0
104212,4,13,31.373501781665,101.072848093405,117,126.0,64.0,72.0,73.0,104.0,85.0,104.0
104214,4,13,18.9446366782007,119.53794559682001,55,53.0,19.0,33.0,37.0,44.0,27.0,41.0
104215,4,13,23.8201689021361,92.3798285927214,74,67.0,45.0,55.0,51.0,65.0,61.0,65.0
