Census Tract - 2010 Census,US Postal State Code,County - 2010 Census,2010 Census Tract - Percent Minority,Tract Income Ratio,Num Low Income Mortgages 2012,Num Low Income Mortgages 2013,Num Low Income Mortgages 2014,Num Low Income Mortgages 2015,Num Low Income Mortgages 2016,Num Low Income Mortgages 2017,Num Low Income Mortgages 2018,Num Low Income Mortgages 2019
0,4,21,9999.0,999900.0,13,10.0,1.0,0.0,0.0,0.0,1.0,0.0
100,6,67,17.3412029229904,143.19510972485202,116,97.0,51.0,57.0,50.0,43.0,29.0,52.0
101,32,3,73.142606918698,82.87784873528679,60,72.0,37.0,58.0,65.0,74.0,110.0,98.0
102,32,31,34.3472750316857,46.4795842613215,5,14.0,8.0,9.0,2.0,10.0,4.0,2.0
103,32,3,72.7900797165633,63.025920360631105,21,28.0,22.0,23.0,31.0,32.0,39.0,35.0
105,32,3,61.1305652826413,80.6473829201102,27,42.0,21.0,28.0,44.0,37.0,30.0,34.0
106,32,3,56.8613652357495,83.5462058602555,53,39.0,23.0,24.0,27.0,35.0,48.0,60.0
107,32,3,62.655601659751,80.032243926872,27,27.0,14.0,12.0,17.0,27.0,31.0,19.0
108,32,3,78.9731051344743,85.4479714500376,17,18.0,9.0,10.0,13.0,20.0,32.0,25.0
109,32,3,63.6389122511915,90.33934385174061,23,31.0,21.0,14.0,16.0,36.0,31.0,46.0
200,6,31,39.1457507705857,81.9339040711802,158,175.0,82.0,93.0,103.0,82.0,67.0,76.0
201,32,3,85.969556585043,68.3289506636614,293,223.0,99.0,158.0,152.0,165.0,156.0,277.0
202,32,31,38.2341190571314,70.32962138084629,28,36.0,25.0,14.0,23.0,26.0,19.0,26.0
203,32,3,66.6387493020659,76.7561983471074,45,61.0,39.0,27.0,37.0,39.0,39.0,45.0
204,4,21,29.0015128593041,110.793690224817,142,154.0,88.0,156.0,208.0,262.0,233.0,411.0
205,4,21,33.0775572325449,96.7177990311763,253,259.0,163.0,141.0,186.0,251.0,219.0,298.0
206,4,21,29.5029396044896,89.8723761023475,78,52.0,40.0,44.0,136.0,170.0,195.0,291.0
207,4,21,33.7019579405366,108.70388771581202,174,213.0,117.0,124.0,180.0,226.0,193.0,244.0
208,4,21,33.7677725118483,123.19742889082099,24,25.0,24.0,28.0,16.0,29.0,97.0,138.0
209,4,21,36.3059569968276,95.2599056017886,158,191.0,121.0,122.0,200.0,267.0,294.0,321.0
210,4,21,36.1543909348442,99.4845360824742,149,158.0,96.0,104.0,154.0,148.0,146.0,162.0
211,4,21,34.8712206047032,85.37138243696431,80,70.0,44.0,74.0,75.0,104.0,128.0,145.0
212,4,21,35.929648241206,104.448205191902,139,99.0,75.0,61.0,88.0,147.0,165.0,158.0
213,4,21,29.9346729512941,99.3665383182213,319,222.0,139.0,160.0,224.0,224.0,193.0,237.0
214,4,21,34.9379052643148,95.5222953670351,191,200.0,116.0,153.0,216.0,229.0,243.0,263.0
215,4,21,28.3923941227312,96.2877282325177,27,34.0,22.0,23.0,42.0,46.0,34.0,42.0
300,6,67,20.270705768611,148.913891054918,144,155.0,70.0,123.0,123.0,100.0,58.0,80.0
301,32,3,88.14050918466,38.044703230653596,26,44.0,23.0,16.0,21.0,24.0,35.0,49.0
302,32,3,94.6501176974106,37.5219133483596,55,67.0,40.0,39.0,57.0,57.0,49.0,58.0
303,4,3,16.083309227654,71.7222148953407,18,24.0,19.0,16.0,11.0,23.0,29.0,15.0
307,4,21,9.52184666117065,96.1386784250404,33,42.0,19.0,25.0,38.0,36.0,21.0,31.0
308,4,21,16.1900926298832,65.0975034157248,16,33.0,19.0,17.0,17.0,23.0,30.0,41.0
309,4,21,13.5349172066235,64.4718047447522,13,18.0,12.0,14.0,15.0,24.0,19.0,21.0
310,4,21,12.1111846459298,72.6291764998137,24,46.0,21.0,25.0,34.0,31.0,41.0,25.0
311,4,21,11.4265927977839,137.644392000994,92,77.0,31.0,48.0,50.0,49.0,35.0,53.0
312,4,21,29.7111052213093,61.899142963607,49,54.0,41.0,29.0,45.0,61.0,66.0,61.0
313,4,21,16.1608863198459,71.5376971804745,77,84.0,52.0,54.0,68.0,86.0,73.0,80.0
314,4,21,24.302103250478,76.3430008694572,100,75.0,53.0,63.0,83.0,91.0,74.0,105.0
315,4,21,20.0359928014397,86.24239224941,55,52.0,32.0,44.0,40.0,54.0,60.0,68.0
316,4,21,7.80805205368036,121.866848838654,282,240.0,89.0,109.0,141.0,139.0,111.0,131.0
317,4,21,10.5443634804972,81.6327164327413,15,18.0,14.0,11.0,17.0,18.0,16.0,18.0
318,4,21,17.0675300647549,73.5421065706123,99,81.0,74.0,65.0,64.0,82.0,95.0,114.0
319,4,21,2.66272189349112,80.4403179729226,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,32,31,15.1594144776419,138.761692650334,220,206.0,141.0,144.0,164.0,117.0,129.0,131.0
401,32,3,59.0924956369983,74.3488605058853,2,3.0,1.0,0.0,2.0,4.0,10.0,4.0
402,6,31,54.2424242424242,126.617817488504,59,43.0,41.0,38.0,45.0,43.0,37.0,52.0
403,32,3,77.0069015619324,45.0006260956674,33,37.0,36.0,31.0,44.0,29.0,34.0,39.0
404,6,31,56.1127566132162,141.749224270066,103,96.0,55.0,65.0,54.0,57.0,49.0,42.0
405,6,31,66.5976755293743,86.9303525365434,31,43.0,22.0,30.0,25.0,23.0,30.0,21.0
500,4,19,30.5092044353536,47.4057549192185,72,88.0,52.0,78.0,45.0,51.0,49.0,46.0
501,6,19,94.2806394316163,28.8475509501778,1,7.0,6.0,5.0,2.0,4.0,3.0,5.0
502,6,19,86.1064891846922,50.663403816005804,3,8.0,9.0,7.0,11.0,6.0,9.0,17.0
510,32,3,92.2042522260585,64.5348109191084,14,23.0,5.0,22.0,11.0,32.0,37.0,39.0
513,32,3,75.4775425916365,88.0071374906086,8,17.0,12.0,10.0,12.0,19.0,28.0,22.0
514,32,3,84.3464314354451,47.2905709992487,14,16.0,11.0,16.0,14.0,14.0,28.0,25.0
515,32,3,87.0101880877743,61.078762834961196,23,28.0,17.0,21.0,16.0,28.0,36.0,31.0
516,32,3,80.1351858805858,61.8973829201102,11,14.0,10.0,13.0,24.0,12.0,29.0,32.0
517,32,3,82.5396825396825,65.1953418482344,22,32.0,14.0,21.0,25.0,31.0,30.0,24.0
518,32,3,80.4228808759675,66.53988229401449,22,21.0,12.0,13.0,20.0,31.0,37.0,35.0
519,32,3,85.4162185416219,76.4259328825445,21,26.0,13.0,15.0,18.0,25.0,48.0,37.0
520,32,3,88.3208020050125,51.7671550212872,8,10.0,6.0,9.0,5.0,13.0,13.0,20.0
521,32,3,84.9042888296583,37.1979088404708,8,6.0,8.0,9.0,5.0,12.0,14.0,27.0
522,32,3,94.0372309482257,39.858815426997204,1,2.0,1.0,2.0,3.0,2.0,5.0,4.0
523,32,3,83.9562443026436,46.5063861758077,3,0.0,3.0,2.0,2.0,7.0,3.0,2.0
524,32,3,90.6468531468531,47.5691835712497,1,3.0,2.0,1.0,7.0,4.0,3.0,2.0
525,32,3,86.7295141406817,72.1371775607313,5,6.0,2.0,8.0,9.0,15.0,16.0,17.0
526,32,3,87.3098330241187,65.2563861758077,10,12.0,6.0,6.0,8.0,20.0,17.0,18.0
527,32,3,90.1795142555438,72.9104057099925,13,23.0,13.0,10.0,16.0,17.0,23.0,23.0
528,32,3,87.9569892473118,55.2607688454796,4,8.0,4.0,2.0,0.0,5.0,9.0,13.0
600,32,3,59.6671388101983,45.0006260956674,105,119.0,55.0,66.0,62.0,64.0,57.0,59.0
601,6,31,49.5359744536473,162.563086470522,140,141.0,61.0,79.0,94.0,113.0,76.0,93.0
602,6,31,38.0021141649049,154.159033982579,78,71.0,40.0,51.0,31.0,42.0,33.0,36.0
603,4,21,10.994128366066,118.576884859024,191,155.0,109.0,116.0,125.0,93.0,89.0,110.0
604,4,21,3.14035462508011,108.77064960874401,188,126.0,57.0,78.0,82.0,73.0,78.0,82.0
700,32,31,50.9404113200914,46.6651818856719,170,223.0,101.0,139.0,149.0,171.0,138.0,150.0
701,6,31,36.9291486562676,147.420464316423,68,74.0,40.0,59.0,53.0,40.0,39.0,58.0
702,6,31,46.3486992240986,112.153725372911,70,64.0,35.0,39.0,32.0,27.0,27.0,27.0
800,6,31,64.0798682585426,84.6910164865976,85,125.0,50.0,67.0,70.0,86.0,44.0,66.0
801,4,21,26.1796216093002,87.6568128182834,188,182.0,127.0,147.0,218.0,251.0,237.0,315.0
802,4,21,25.2046220510351,87.1335858899516,31,65.0,41.0,56.0,70.0,109.0,76.0,88.0
803,4,21,55.1074162482509,80.9573344926096,6,12.0,2.0,29.0,7.0,5.0,19.0,8.0
900,4,19,60.4041120170152,64.6600554229046,89,90.0,52.0,65.0,83.0,62.0,57.0,56.0
901,4,3,95.9286112660346,56.7100627390395,15,26.0,16.0,13.0,14.0,19.0,21.0,25.0
902,4,21,50.9239363987967,70.514532356229,29,24.0,15.0,17.0,21.0,32.0,26.0,27.0
1000,4,3,27.2342995169082,89.70740622115039,53,55.0,34.0,49.0,32.0,63.0,48.0,56.0
1001,6,31,51.1733716475096,183.651725298142,64,64.0,32.0,37.0,44.0,43.0,29.0,43.0
1002,6,31,79.2043399638336,52.8225354218849,21,24.0,6.0,14.0,13.0,18.0,7.0,7.0
1003,32,3,55.8012422360248,90.1515151515151,79,93.0,67.0,59.0,71.0,82.0,105.0,73.0
1004,32,3,56.6111809045226,83.2754194840972,44,48.0,43.0,40.0,36.0,50.0,56.0,67.0
1005,32,31,28.5997357992074,88.467706013363,32,61.0,35.0,50.0,29.0,39.0,33.0,42.0
1006,32,3,40.2205177372963,114.13254445279199,53,61.0,34.0,41.0,34.0,50.0,42.0,38.0
1008,32,31,59.6448925909689,30.4632516703786,0,0.0,3.0,6.0,3.0,6.0,2.0,3.0
1009,32,31,52.813348855258,73.54268745360059,18,19.0,19.0,18.0,38.0,23.0,37.0,27.0
1010,32,31,10.3667664670659,146.092056421678,59,58.0,27.0,35.0,36.0,34.0,16.0,24.0
1011,32,31,9.6081588835212,169.409057164068,66,47.0,30.0,43.0,41.0,29.0,24.0,24.0
1012,32,31,13.0924170616114,194.492947290275,53,58.0,26.0,46.0,43.0,34.0,21.0,21.0
1013,32,31,12.020625201418,176.31774313288798,86,66.0,27.0,34.0,47.0,32.0,17.0,32.0
1014,32,31,17.4508126603935,136.267260579065,36,40.0,27.0,28.0,24.0,17.0,15.0,16.0
1015,32,31,13.2362821948488,166.985894580549,64,63.0,37.0,49.0,62.0,45.0,29.0,34.0
1100,4,21,51.5043275175161,85.7595329772699,168,191.0,103.0,102.0,109.0,157.0,130.0,153.0
1101,32,31,11.0210099520826,129.490720118782,74,94.0,54.0,86.0,76.0,63.0,57.0,65.0
1103,32,31,11.7413499716393,214.001484780995,89,83.0,33.0,45.0,56.0,31.0,29.0,26.0
1104,32,31,11.8480056643852,171.034892353378,88,94.0,79.0,93.0,99.0,74.0,51.0,52.0
1105,32,31,11.0047846889952,161.080920564217,81,74.0,55.0,58.0,79.0,52.0,38.0,41.0
1200,4,19,87.8659984173041,60.9251093643795,119,167.0,73.0,74.0,97.0,107.0,100.0,118.0
1201,32,31,25.901905147953,66.746844840386,40,65.0,33.0,32.0,39.0,47.0,46.0,65.0
1202,6,19,97.4768713204373,64.2966390089091,29,43.0,18.0,24.0,23.0,27.0,22.0,28.0
1300,32,31,29.5880149812734,102.132145508537,149,205.0,115.0,136.0,149.0,175.0,152.0,177.0
1301,4,21,46.8343575818208,75.1350763880263,91,93.0,45.0,78.0,79.0,89.0,98.0,112.0
1302,4,19,61.0609037328094,42.5292364536312,6,9.0,6.0,5.0,4.0,3.0,5.0,7.0
1303,4,21,28.6567164179104,110.62290398708201,46,42.0,25.0,23.0,27.0,31.0,31.0,51.0
1304,4,21,45.234838121295,115.34591976152,198,198.0,105.0,100.0,154.0,189.0,173.0,221.0
1305,4,21,42.9750515850685,73.6647621413489,72,67.0,36.0,43.0,49.0,86.0,47.0,62.0
1306,4,21,56.6518632940722,74.0979381443299,73,69.0,50.0,36.0,43.0,59.0,55.0,87.0
1400,4,19,48.2948490230906,43.118322672847995,87,101.0,50.0,73.0,75.0,62.0,37.0,51.0
1401,32,3,69.5378811694436,62.5313047833709,27,43.0,21.0,32.0,25.0,37.0,53.0,34.0
1402,6,31,86.1577181208054,59.27698231709601,33,38.0,23.0,29.0,27.0,34.0,49.0,39.0
1403,4,21,57.8453285650425,54.2091044590734,36,43.0,17.0,18.0,35.0,47.0,28.0,42.0
1404,4,21,47.5715410868995,91.0880635945845,67,62.0,35.0,33.0,42.0,51.0,39.0,46.0
1405,4,21,30.334122599316,81.4417463669109,70,42.0,33.0,19.0,26.0,45.0,48.0,46.0
1406,4,21,74.580484773151,49.282697801515305,9,17.0,4.0,10.0,4.0,16.0,15.0,24.0
1407,6,19,91.2867490413294,42.276220701258,37,37.0,19.0,20.0,20.0,27.0,24.0,32.0
1408,4,21,19.4372068785826,107.15749596323401,79,76.0,50.0,50.0,78.0,75.0,52.0,93.0
1409,6,19,60.3354978354978,159.15956104462202,23,38.0,22.0,15.0,23.0,17.0,23.0,31.0
1410,6,19,87.4629487320233,104.45837953580902,99,110.0,60.0,92.0,103.0,110.0,92.0,105.0
1411,6,19,72.4412433661865,55.41238098879669,42,50.0,53.0,59.0,89.0,54.0,94.0,63.0
1412,6,19,61.5412186379928,128.83034451114602,31,36.0,31.0,30.0,34.0,38.0,29.0,46.0
1413,6,19,68.7730727470141,140.997208733224,72,91.0,56.0,82.0,102.0,101.0,139.0,116.0
1414,6,19,72.6730795285192,133.191220892441,149,137.0,103.0,106.0,108.0,113.0,99.0,76.0
1500,6,67,21.2058212058212,153.44073744012502,202,189.0,114.0,112.0,149.0,116.0,89.0,97.0
1501,32,31,41.4041404140414,80.2954714179658,81,74.0,51.0,48.0,50.0,56.0,48.0,58.0
1502,32,31,46.2894817540632,49.3273942093541,44,63.0,36.0,34.0,51.0,54.0,51.0,50.0
1600,4,21,49.8987667955089,89.7279841013539,259,245.0,140.0,166.0,188.0,145.0,99.0,132.0
1601,4,3,38.8186528497409,110.505492021026,54,81.0,46.0,34.0,27.0,46.0,38.0,44.0
1602,4,3,41.5867480383609,78.291915518963,25,44.0,8.0,12.0,16.0,24.0,15.0,21.0
1607,32,3,43.5413642960813,68.6967818682695,3,3.0,6.0,3.0,1.0,12.0,14.0,10.0
1608,32,3,49.1133799032778,84.8844853493614,9,5.0,0.0,4.0,5.0,6.0,12.0,9.0
1609,32,3,78.7213965557915,83.183070373153,29,30.0,20.0,36.0,42.0,30.0,49.0,37.0
1610,32,3,65.9295093296475,82.2517530678688,27,40.0,19.0,34.0,31.0,33.0,40.0,35.0
1611,32,3,71.0631159572237,78.49987478086649,40,41.0,26.0,28.0,38.0,35.0,43.0,41.0
1612,32,3,67.2982551799346,41.4616203355873,9,14.0,15.0,13.0,13.0,20.0,27.0,28.0
1613,32,3,70.7926981745436,75.3944402704733,13,22.0,11.0,6.0,15.0,16.0,25.0,19.0
1700,6,67,35.0646641635378,118.17143811963899,193,214.0,122.0,152.0,129.0,137.0,111.0,134.0
1701,4,3,37.8100140383715,92.3092865082804,95,97.0,53.0,59.0,77.0,83.0,87.0,93.0
1702,4,3,40.2463549522373,82.5027789814797,136,144.0,88.0,86.0,115.0,118.0,139.0,133.0
1703,4,21,44.3778110944528,108.81567507142,104,124.0,70.0,61.0,92.0,106.0,91.0,86.0
1704,4,21,48.8940809968847,101.44857781642,121,110.0,62.0,85.0,95.0,144.0,107.0,104.0
1705,4,21,36.7596060479956,117.62203452987201,165,141.0,98.0,114.0,143.0,155.0,148.0,179.0
1706,32,3,32.7357237715803,88.85393188079141,155,150.0,89.0,101.0,129.0,154.0,155.0,149.0
1707,4,21,49.723865877712,97.386970562663,94,98.0,68.0,57.0,84.0,97.0,84.0,85.0
1708,4,21,32.6810503428667,108.014532356229,224,204.0,123.0,123.0,214.0,248.0,210.0,260.0
1709,32,3,42.9864253393665,100.273916854495,125,117.0,70.0,77.0,110.0,174.0,170.0,238.0
1710,32,3,59.8901098901099,85.8784122213874,104,122.0,91.0,80.0,125.0,133.0,136.0,236.0
1711,32,3,56.7836418900249,84.02673428499871,60,79.0,34.0,49.0,76.0,89.0,207.0,158.0
1712,32,3,43.9563296074864,101.646631605309,47,63.0,41.0,43.0,54.0,54.0,55.0,55.0
1713,32,3,41.4500683994528,95.8708990733784,48,47.0,35.0,26.0,40.0,39.0,40.0,51.0
1714,32,3,53.6184210526316,90.0435136488856,41,38.0,24.0,31.0,39.0,47.0,50.0,54.0
1715,32,3,69.8671726755218,92.2583270723767,13,14.0,16.0,12.0,18.0,20.0,26.0,26.0
1716,32,3,57.3147561747942,92.0517155021287,16,12.0,13.0,13.0,12.0,15.0,25.0,15.0
1717,32,3,27.0473328324568,152.100550964187,29,28.0,16.0,16.0,24.0,41.0,21.0,28.0
1718,32,3,75.3682231275462,53.092912597044794,15,9.0,4.0,4.0,13.0,9.0,15.0,7.0
1800,6,67,55.6124626547162,67.4947087000111,237,268.0,156.0,188.0,198.0,152.0,138.0,151.0
1801,32,31,80.068819481207,66.0371195248701,101,102.0,92.0,77.0,102.0,106.0,137.0,140.0
1802,4,19,34.188393608074,78.5959530822455,35,52.0,28.0,26.0,36.0,39.0,23.0,24.0
1803,32,3,59.4830862789814,81.0887803656399,26,20.0,16.0,14.0,34.0,20.0,20.0,28.0
1804,32,3,67.1167369901547,66.4835336839469,15,20.0,11.0,13.0,10.0,21.0,24.0,22.0
1900,4,19,25.3921038399135,164.778569810203,221,240.0,118.0,137.0,152.0,130.0,91.0,127.0
1901,32,31,63.5692574902301,44.783964365256104,20,39.0,26.0,26.0,20.0,45.0,41.0,46.0
1902,32,3,71.5138490926457,69.6828825444528,51,59.0,44.0,50.0,62.0,85.0,84.0,76.0
2000,4,19,72.4527761877504,66.6852571587919,100,143.0,83.0,75.0,89.0,85.0,96.0,125.0
2001,4,3,28.9415545290219,107.09346798048101,104,108.0,66.0,69.0,107.0,88.0,100.0,111.0
2002,4,3,24.6075715604801,107.35158354843,42,45.0,29.0,30.0,30.0,24.0,28.0,36.0
2003,4,21,88.76953125,48.6569991305428,1,6.0,2.0,3.0,1.0,5.0,8.0,8.0
2100,4,19,89.2176607281177,57.343534865887,148,195.0,117.0,118.0,121.0,130.0,134.0,136.0
2101,4,21,42.9952297263369,84.0314867718296,89,111.0,60.0,56.0,63.0,110.0,106.0,109.0
2102,4,21,52.3484848484848,56.8795801763756,1,1.0,0.0,2.0,1.0,2.0,4.0,6.0
2103,32,31,23.1289958631064,159.775798069785,131,125.0,78.0,83.0,105.0,105.0,90.0,102.0
2104,32,31,23.1609380019274,132.432071269488,68,70.0,58.0,64.0,87.0,57.0,56.0,68.0
2105,32,31,38.8720577953857,83.5486265775798,60,49.0,51.0,58.0,76.0,51.0,50.0,57.0
2106,32,31,42.5211097708082,92.5924276169265,58,51.0,58.0,59.0,74.0,66.0,63.0,61.0
2107,32,31,65.5151141270821,56.022271714922,8,11.0,6.0,5.0,8.0,10.0,10.0,13.0
2200,6,67,67.6323676323676,41.085551966135704,126,153.0,80.0,83.0,129.0,106.0,78.0,118.0
2201,32,3,61.9493670886076,66.7856248434761,22,25.0,26.0,20.0,14.0,30.0,34.0,28.0
2202,4,19,87.956008583691,50.1263572511634,24,24.0,10.0,12.0,12.0,21.0,27.0,20.0
2203,32,3,83.8547134159143,75.3928750313048,14,16.0,12.0,18.0,17.0,13.0,25.0,27.0
2204,32,31,61.9606107545917,51.3689680772086,23,48.0,29.0,29.0,39.0,52.0,75.0,73.0
2205,32,31,33.3748443337484,85.3749072011878,41,65.0,31.0,54.0,55.0,56.0,55.0,57.0
2206,32,31,30.828125,120.524127691166,126,140.0,131.0,219.0,181.0,153.0,113.0,134.0
2207,32,31,29.6637744034707,142.044543429844,118,133.0,91.0,129.0,150.0,103.0,83.0,116.0
2208,32,31,20.4238921001927,125.453600593912,68,55.0,34.0,47.0,53.0,51.0,44.0,58.0
2209,32,31,25.3677078168898,142.910170749814,216,191.0,145.0,251.0,265.0,189.0,143.0,207.0
2210,32,31,13.102480112307,119.312546399406,46,62.0,41.0,60.0,87.0,60.0,47.0,57.0
2212,32,31,78.4774436090226,54.920564216778004,6,11.0,4.0,5.0,5.0,10.0,15.0,14.0
2300,6,19,72.4337748344371,75.7159790463809,139,173.0,80.0,95.0,95.0,69.0,73.0,79.0
2301,32,31,14.1264737406217,181.18930957683702,164,156.0,120.0,130.0,127.0,104.0,69.0,95.0
2302,32,3,34.0723453908985,102.51064362634601,44,54.0,25.0,48.0,37.0,26.0,23.0,49.0
2303,32,3,24.1626794258373,193.50269221137,2,0.0,0.0,0.0,1.0,2.0,3.0,3.0
2400,6,19,90.8449284129865,45.4058807784958,109,124.0,70.0,55.0,68.0,70.0,53.0,60.0
2401,32,31,26.1828737300435,127.57386785449101,59,83.0,50.0,58.0,83.0,75.0,56.0,47.0
2403,32,3,60.6488633855661,65.4269972451791,4,9.0,5.0,5.0,9.0,8.0,20.0,14.0
2404,32,3,78.059950041632,47.3234410217881,2,0.0,0.0,1.0,2.0,5.0,1.0,1.0
2405,32,3,74.4716618635927,54.443713999499096,3,1.0,3.0,3.0,10.0,4.0,10.0,6.0
2406,32,31,30.1792413505627,90.89680772086119,82,106.0,63.0,81.0,100.0,73.0,86.0,97.0
2407,32,31,33.7988826815642,94.7899034892353,63,93.0,51.0,66.0,80.0,49.0,36.0,68.0
2408,32,31,23.7198546415593,128.74684484038602,62,58.0,55.0,70.0,43.0,33.0,20.0,39.0
2409,32,31,24.9885896850753,123.250185597624,109,118.0,77.0,109.0,149.0,89.0,61.0,63.0
2410,32,31,28.5858585858586,74.7512991833705,53,83.0,45.0,55.0,52.0,78.0,34.0,62.0
2411,32,31,31.0677013647311,82.35931700074241,69,104.0,62.0,69.0,67.0,62.0,28.0,50.0
2412,32,31,29.8421255294571,132.053452115813,62,62.0,28.0,60.0,43.0,30.0,26.0,36.0
2500,32,31,23.9369135555999,99.7253155159614,106,125.0,84.0,106.0,117.0,90.0,59.0,88.0
2501,32,3,68.9903094717099,56.267217630854006,60,89.0,48.0,60.0,52.0,67.0,77.0,62.0
2502,6,19,94.8444117105505,53.7892402401254,6,8.0,7.0,10.0,13.0,7.0,9.0,9.0
2503,4,19,77.6065494823019,52.404273489377296,7,8.0,3.0,6.0,6.0,6.0,8.0,16.0
2504,4,19,79.5536480686695,62.5564250483643,29,38.0,18.0,28.0,20.0,27.0,24.0,37.0
2505,4,19,86.4707682889501,69.5696882025899,75,67.0,43.0,35.0,44.0,47.0,41.0,51.0
2506,4,19,82.6715255089218,93.821566132771,91,86.0,47.0,57.0,44.0,89.0,57.0,66.0
2600,6,67,34.9301397205589,129.291522780439,54,60.0,31.0,22.0,28.0,32.0,10.0,22.0
2601,6,19,95.5677718605051,67.2924712270103,24,23.0,16.0,19.0,18.0,11.0,17.0,16.0
2602,4,19,51.2830260406767,61.0349094584938,70,95.0,38.0,38.0,54.0,68.0,49.0,40.0
2603,4,19,71.0832313341493,29.8464541541036,46,45.0,22.0,30.0,39.0,24.0,24.0,25.0
2604,32,3,56.7177242888403,76.6607187578262,15,13.0,10.0,8.0,8.0,9.0,18.0,12.0
2610,32,31,39.2714094983788,95.71492204899779,96,98.0,115.0,117.0,135.0,109.0,116.0,124.0
2611,32,31,46.563071297989,88.04305864884931,43,52.0,58.0,88.0,92.0,95.0,132.0,114.0
2612,32,31,17.1104666490904,89.7757980697847,60,56.0,52.0,45.0,45.0,46.0,60.0,69.0
2613,32,31,25.3431277788517,99.539717891611,110,122.0,95.0,113.0,158.0,160.0,121.0,170.0
2614,32,31,42.3956546598056,77.6985894580549,46,55.0,36.0,53.0,41.0,50.0,56.0,51.0
2615,32,31,42.7077280650784,96.5107646622123,59,56.0,48.0,45.0,74.0,51.0,51.0,71.0
2616,32,31,42.0584795321637,76.6043058648849,56,46.0,49.0,49.0,63.0,78.0,83.0,94.0
2617,32,31,41.6189444358458,94.4261321455085,74,78.0,78.0,95.0,108.0,87.0,89.0,101.0
2618,32,31,18.2207167052951,107.591685226429,118,129.0,50.0,102.0,109.0,118.0,100.0,109.0
2619,32,31,36.2298770988402,79.6926503340757,75,77.0,60.0,79.0,80.0,67.0,69.0,77.0
2700,6,67,67.8391959798995,48.9974378968475,42,45.0,45.0,42.0,55.0,57.0,41.0,34.0
2701,6,19,90.5200085598117,62.6123198103468,51,63.0,29.0,13.0,16.0,23.0,29.0,13.0
2702,4,19,34.2879560612005,79.26695365738891,102,92.0,50.0,48.0,67.0,71.0,68.0,59.0
2703,4,19,35.4934601664685,74.9150356414591,33,50.0,17.0,24.0,24.0,24.0,33.0,36.0
2704,32,31,50.7209499575912,58.822568671121,6,21.0,24.0,31.0,39.0,49.0,39.0,53.0
2705,32,31,35.5034722222222,77.6198960653304,35,34.0,32.0,49.0,50.0,47.0,50.0,49.0
2706,32,31,46.9967532467533,87.743132887899,57,62.0,47.0,61.0,60.0,51.0,64.0,82.0
2707,32,31,46.7588591184097,83.0215293244246,65,89.0,72.0,66.0,84.0,109.0,94.0,125.0
2708,32,3,81.3365650969529,58.903080390683705,5,11.0,3.0,8.0,4.0,3.0,7.0,12.0
2800,6,67,84.5943482224248,53.4532694664142,29,57.0,38.0,31.0,68.0,72.0,59.0,81.0
2801,32,31,52.8388278388278,67.4625092798812,60,61.0,46.0,60.0,74.0,52.0,77.0,76.0
2802,4,19,46.4494163424125,62.188681876013,83,109.0,67.0,83.0,93.0,108.0,108.0,103.0
2803,4,19,38.7430047352561,59.3669937431375,33,34.0,10.0,12.0,16.0,29.0,24.0,19.0
2808,32,3,29.8303229337712,137.010080140245,20,25.0,8.0,15.0,33.0,22.0,33.0,28.0
2810,32,3,53.8078955548648,41.690145254194796,1,1.0,0.0,0.0,0.0,0.0,11.0,9.0
2811,32,3,40.6590683845391,96.6597796143251,100,97.0,67.0,63.0,69.0,59.0,70.0,69.0
2814,32,3,39.6653543307087,134.349173553719,68,66.0,46.0,34.0,55.0,70.0,49.0,64.0
2821,32,3,46.1538461538462,71.1589030803907,8,23.0,7.0,12.0,11.0,13.0,11.0,11.0
2822,32,3,65.5879180151025,77.1647257700977,32,35.0,25.0,23.0,19.0,32.0,43.0,42.0
2823,32,3,49.6095928611266,81.5677435512146,16,20.0,16.0,5.0,14.0,22.0,29.0,44.0
2824,32,3,30.5263157894737,138.914976208365,18,25.0,16.0,21.0,23.0,24.0,26.0,27.0
2825,32,3,42.1552571241402,106.86200851490099,37,53.0,32.0,41.0,45.0,51.0,47.0,55.0
2826,32,3,42.2068965517241,149.26903330829,46,54.0,26.0,43.0,50.0,48.0,54.0,51.0
2827,32,3,45.9079733052336,89.74611820686201,28,41.0,19.0,21.0,41.0,27.0,33.0,33.0
2828,32,3,38.6602583358366,161.46694214876,58,52.0,34.0,39.0,40.0,46.0,27.0,41.0
2829,32,3,37.3275421563618,136.459115952918,90,88.0,42.0,79.0,64.0,71.0,61.0,72.0
2830,32,3,38.1176853055917,128.391873278237,86,91.0,60.0,78.0,83.0,63.0,55.0,73.0
2831,32,3,56.0713274837249,82.643062860005,10,10.0,18.0,10.0,23.0,15.0,24.0,21.0
2832,32,3,45.6618740704016,105.265464562985,84,115.0,82.0,75.0,62.0,98.0,93.0,99.0
2833,32,3,45.2245053272451,112.582957675933,121,110.0,67.0,84.0,73.0,99.0,71.0,91.0
2834,32,3,43.1124599561625,112.99931129476599,65,77.0,60.0,62.0,57.0,67.0,51.0,67.0
2835,32,3,47.0821754664549,102.393250688705,44,47.0,21.0,44.0,43.0,33.0,37.0,54.0
2836,32,3,56.420233463035,122.941710493363,23,33.0,24.0,36.0,15.0,44.0,45.0,39.0
