ZCTA5CE10,STATEFP,COUNTYFP,TRACTCE
89512,32,31,2619
89512,32,31,2703
89512,32,31,2704
89512,32,31,3101
89519,32,31,1012
89519,32,31,1013
89519,32,31,1014
89519,32,31,1015
89519,32,31,1103
89519,32,31,1105
89519,32,31,1201
89519,32,31,2302
89519,32,31,980300
89521,32,29,970200
89521,32,31,1010
89521,32,31,1011
89521,32,31,2103
89521,32,31,2104
89521,32,31,2205
89521,32,31,2206
89521,32,31,2207
89521,32,31,2208
89521,32,31,2209
89521,32,31,2210
89521,32,31,3202
89521,32,31,3203
89523,32,31,1103
89523,32,31,1201
89523,32,31,1202
89523,32,31,2301
89523,32,31,2302
89523,32,31,2406
89523,32,31,2407
89523,32,31,2408
89523,32,31,2409
89523,32,31,2410
89523,32,31,2411
89523,32,31,2412
89523,32,31,980200
89523,32,31,980300
89701,32,5,2000
89701,32,5,2100
89701,32,5,2200
89701,32,19,960301
89701,32,510,100
89701,32,510,200
89701,32,510,300
89701,32,510,400
89701,32,510,502
89701,32,510,600
89701,32,510,701
89701,32,510,702
89701,32,510,800
89701,32,510,900
89701,32,510,1001
89701,32,510,1002
89702,32,510,600
89702,32,510,800
89703,32,31,3204
89703,32,510,100
89703,32,510,200
89703,32,510,300
89703,32,510,400
89703,32,510,502
89703,32,510,702
89704,32,29,970200
89704,32,31,3202
89704,32,31,3203
89704,32,31,3204
89704,32,31,3308
89704,32,31,3309
89704,32,31,980300
89704,32,510,300
89704,32,510,400
89705,32,5,1600
89705,32,5,1900
89705,32,5,2000
89705,32,5,2100
89705,32,510,300
89705,32,510,800
89705,32,510,990000
89706,32,19,960301
89706,32,19,960302
89706,32,19,960303
89706,32,29,970200
89706,32,31,3202
89706,32,510,100
89706,32,510,200
89706,32,510,300
89706,32,510,400
89706,32,510,501
89706,32,510,502
89706,32,510,600
89706,32,510,900
89706,32,510,1001
89706,32,510,1002
89801,32,7,950701
89801,32,7,950702
89801,32,7,950800
89801,32,7,950900
89801,32,7,951000
89801,32,7,951202
89801,32,7,951300
89801,32,7,951401
89801,32,7,951402
89801,32,7,951600
89801,32,7,951700
89801,32,11,100
89815,32,7,950200
89815,32,7,951201
89815,32,7,951202
89815,32,7,951401
89815,32,7,951402
89815,32,7,951600
89815,32,33,970100
89820,32,1,950100
89820,32,11,100
89820,32,13,10600
89820,32,15,300
89820,32,27,960100
89821,32,11,100
89821,32,15,300
89822,32,7,950702
89822,32,7,951600
89822,32,11,100
89823,32,7,950200
89823,32,7,950702
89823,32,7,951401
89823,32,7,951402
89823,32,7,951700
89828,32,7,950200
89828,32,7,951202
89828,32,7,951402
89830,32,7,951500
89830,32,7,951700
89832,32,7,951700
89833,32,7,950200
89833,32,7,951202
89833,32,7,951402
89833,32,33,970100
89834,32,7,950702
89834,32,7,951700
89835,32,7,950200
89835,32,7,950702
89835,32,7,951500
89835,32,7,951700
89835,32,33,970100
89883,32,7,951500
92328,32,23,960300
93517,32,21,970800
96104,32,31,3501
96105,32,31,2612
96105,32,31,2613
96105,32,31,3501
96105,32,31,980200
96109,32,31,3501
96110,32,31,3501
96111,32,31,2302
96111,32,31,980300
96112,32,31,3501
96115,32,31,3501
96117,32,31,3501
96132,32,31,3501
96136,32,31,3501
96143,32,31,3308
96143,32,31,980300
96143,32,31,990000
96161,32,31,980300
97620,32,31,3501
97710,32,13,10500
97910,32,13,10500
